16,4,"Row/Col hourly results data begin"
"Hourly Results of CEC Compliance Manager"
,Ruleset:,,"BEMCmpMgr 2022.0.2-Pol-0%RA-NoCH4lk (1715)"
,CSE19:,,"CSE19 0.868.1 EXE"
,DHW:,,""
Run Title:,,,"TDSv30 V06R12 V06 R12 UGLASS15 NGAS PVSTD"
Run Date/Time:,,,"2021-02-08 13:55:48"
Cond. Area:,,,39372
Model:,,,"Proposed"
Fuel TDV Set:,,,"Natural Gas"
Model File:,,,"C:\Users\agoyal\OneDrive - TRC\Documents\GitHub\T24-2022-CASE-Modeling\framework\analysis\hpte-lr\runs\lrlc-baseline-all\cz16\instance.ribd22"

,,,Site Electric Use,,,,,,,,,,,,,Site Natural Gas Use,,,,,,,,,,,Site Other Fuel Use,,,,,,,,,,,TDV Multipliers,,Elec Demand,CO2 Emissions,,
1,1,15,6.24885,0,1.85033,0,0.0223809,0,1.2933,2.53633,7.19194,0.0613869,-8.59842,0,10.6061,2.13021,0,0,0,0.599608,0,0,0.145835,0,0,2.87565,0,0,0,0,0,0,0,0,0,0,0,25.7784,353.349,0,0.000168169,0.004509,
1,1,16,6.29043,0,1.85033,0,0.0223809,0,1.44744,2.68579,7.53485,0.0669675,-2.42495,0,17.4732,2.11623,0,0,0,0.6949,0,0,0.206842,0,0,3.01797,0,0,0,0,0,0,0,0,0,0,0,26.5003,353.349,0,0.000200972,0.004509,
1,1,17,6.23653,0,1.85033,0,0.0223809,0,1.60157,4.10926,8.38919,0.106032,-0.0321468,0,22.2831,1.97801,0,0,0,1.16422,0,0,0.233267,0,0,3.3755,0,0,0,0,0,0,0,0,0,0,0,28.5971,353.349,0,0.000252518,0.004509,
1,1,18,6.179,0,1.85033,0,0.0223809,0,1.97802,4.4556,9.35903,0.212064,0,0,24.0564,1.78952,0,0,0,0.826395,0,0,0.731827,0,0,3.34774,0,0,0,0,0,0,0,0,0,0,0,28.6131,353.349,0,0.000253607,0.004509,
1,1,19,6.23112,0,1.85033,0,0.0223809,0,3.17872,3.38971,9.9862,0.26787,0,0,24.9263,1.71386,0,0,0,0.756847,0,0,0.569201,0,0,3.03991,0,0,0,0,0,0,0,0,0,0,0,28.6131,353.349,0,0.000253596,0.004509,
1,1,20,5.22685,0,1.85033,0,0.0223809,0,4.17172,4.77451,10.3353,0.334839,0,0,26.716,1.62044,0,0,0,1.21973,0,0,0.186032,0,0,3.0262,0,0,0,0,0,0,0,0,0,0,0,28.611,353.349,0,0.000253548,0.004509,
1,1,21,5.51241,0,1.85033,0,0.0223809,0,4.04839,2.49951,10.6941,0.463192,0,0,25.0903,1.70375,0,0,0,0.848152,0,0,0.0791221,0,0,2.63102,0,0,0,0,0,0,0,0,0,0,0,28.5975,353.349,0,0.000253063,0.004509,
1,1,22,5.76362,0,1.85033,0,0.0223809,0,3.52433,2.94896,10.5953,0.546902,0,0,25.2519,1.73464,0,0,0,1.07636,0,0,0.0954121,0,0,2.90641,0,0,0,0,0,0,0,0,0,0,0,28.5156,353.349,0,0.000250956,0.004509,
1,1,23,7.11124,0,1.85033,0,0.0223809,0,2.13984,2.69413,9.16334,0.474352,0,0,23.4556,1.86512,0,0,0,0.536309,0,0,0.242858,0,0,2.64429,0,0,0,0,0,0,0,0,0,0,0,28.089,353.349,0,0.000232725,0.004509,
1,1,24,2.9552,0,1.85033,0,0.0223809,0,1.39999,2.38794,7.8318,0.329256,0,0,16.7769,0,0,0,0,0.529141,0,0,0.160583,0,0,0.689724,0,0,0,0,0,0,0,0,0,0,0,27.6754,353.349,0,0.000222594,0.004509,
1,2,1,3.46826,0,1.85033,0,0.0223809,0,0.906753,2.00394,6.43461,0.256709,0,0,14.943,0,0,0,0,0.157453,0,0,0.0835896,0,0,0.241043,0,0,0,0,0,0,0,0,0,0,0,26.6893,353.349,0,0.000197352,0.004509,
1,2,2,3.91313,0,1.85033,0,0.0223809,0,0.783447,2.68873,5.882,0.256709,0,0,15.3967,0.0833409,0,0,0,0.156677,0,0,0.0822672,0,0,0.322285,0,0,0,0,0,0,0,0,0,0,0,26.6367,353.349,0,0.000190166,0.004509,
1,2,3,4.43561,0,1.85033,0,0.0223809,0,0.660138,1.96636,5.66254,0.256709,0,0,14.8541,0.289123,0,0,0,0.144923,0,0,0.0052512,0,0,0.439297,0,0,0,0,0,0,0,0,0,0,0,26.6951,353.349,0,0.000198643,0.004509,
1,2,4,5.2402,0,1.85033,0,0.0223809,0,0.721791,1.48038,5.63016,0.256709,0,0,15.202,0.408305,0,0,0,0.106321,0,0,0.0052512,0,0,0.519877,0,0,0,0,0,0,0,0,0,0,0,27.3472,353.349,0,0.000220042,0.004509,
1,2,5,6.12401,0,1.85033,0,0.0223809,0,0.8451,1.40829,5.36961,0.256709,0,0,15.8764,0.61145,0,0,0,0.114249,0,0,0.0052512,0,0,0.73095,0,0,0,0,0,0,0,0,0,0,0,28.1212,353.349,0,0.000233743,0.004509,
1,2,6,81.5481,0,1.85033,0,0.0223809,0,1.30412,1.44062,5.84182,0.206483,0,0,92.2138,0.89828,0,0,0,0.227076,0,0,0.0183792,0,0,1.14374,0,0,0,0,0,0,0,0,0,0,0,28.3396,353.349,0,0.000242713,0.004509,
1,2,7,31.3134,0,1.85033,0,0.0223809,0,1.86354,1.69713,6.84716,0.195322,0,0,43.7893,4.07275,0,0,0,0.55005,0,0,0.0249432,0,0,4.64774,0,0,0,0,0,0,0,0,0,0,0,28.3749,353.349,0,0.000243793,0.004509,
1,2,8,35.9861,0,1.85033,0,0.0223809,0,2.46865,1.97196,7.6034,0.189741,0,0,50.0925,5.83119,0,0,0,1.50125,0,0,0.03282,0,0,7.36526,0,0,0,0,0,0,0,0,0,0,0,28.3632,353.349,0,0.000243622,0.004509,
1,2,9,19.3747,0,1.85033,0,0.0223809,0,3.37506,2.85665,7.62359,0.184161,-4.21372,0,31.0732,3.72536,0,0,0,1.41741,0,0,0.0341328,0,0,5.1769,0,0,0,0,0,0,0,0,0,0,0,28.2599,353.349,0,0.00024101,0.004509,
1,2,10,15.9075,0,1.85033,0,0.0223809,0,3.50229,2.87025,7.56304,0.156257,-9.04768,0,22.8244,3.07581,0,0,0,0.901127,0,0,0.181712,0,0,4.15865,0,0,0,0,0,0,0,0,0,0,0,26.583,353.349,0,0.000199669,0.004509,
1,2,11,14.4276,0,1.85033,0,0.0223809,0,3.44062,2.4545,7.63722,0.122774,-3.38579,0,26.5697,2.82489,0,0,0,0.393979,0,0,0.189055,0,0,3.40792,0,0,0,0,0,0,0,0,0,0,0,25.7867,353.349,0,0.00015708,0.004509,
1,2,12,12.9208,0,1.85033,0,0.0223809,0,3.37896,2.505,7.63722,0.0837093,-3.97005,0,24.4283,2.61502,0,0,0,0.507768,0,0,0.184102,0,0,3.30689,0,0,0,0,0,0,0,0,0,0,0,25.5644,353.349,0,0.000153075,0.004509,
1,2,13,12.5953,0,1.85033,0,0.0223809,0,3.25566,2.49172,7.64508,0.0669675,-4.04232,0,23.8851,2.46405,0,0,0,0.372786,0,0,0.20174,0,0,3.03858,0,0,0,0,0,0,0,0,0,0,0,25.5531,353.349,0,0.000150866,0.004509,
1,2,14,11.5566,0,1.85033,0,0.0223809,0,3.25566,4.43799,7.78326,0.0613869,-4.39824,0,24.5694,2.22378,0,0,0,0.736013,0,0,0.0420096,0,0,3.0018,0,0,0,0,0,0,0,0,0,0,0,25.5531,353.349,0,0.000152991,0.004509,
1,2,15,11.0546,0,1.85033,0,0.0223809,0,3.25566,2.83239,8.01249,0.0613869,-3.08611,0,24.0031,2.09496,0,0,0,0.344084,0,0,0.737698,0,0,3.17674,0,0,0,0,0,0,0,0,0,0,0,25.6355,353.349,0,0.000152545,0.004509,
1,2,16,11.2025,0,1.85033,0,0.0223809,0,3.40979,1.8974,8.20829,0.0669675,-0.179893,0,26.4778,2.24862,0,0,0,0.206803,0,0,0.0682656,0,0,2.52369,0,0,0,0,0,0,0,0,0,0,0,25.6895,353.349,0,0.000154549,0.004509,
1,2,17,11.2791,0,1.85033,0,0.0223809,0,3.56392,2.05545,9.08025,0.106032,0,0,27.9575,2.15921,0,0,0,0.55125,0,0,0.150972,0,0,2.86143,0,0,0,0,0,0,0,0,0,0,0,28.6877,353.349,0,0.000248839,0.004509,
1,2,18,12.174,0,1.85033,0,0.0223809,0,3.04695,2.39392,9.77491,0.206483,0,0,29.469,1.95188,0,0,0,0.3483,0,0,0.25337,0,0,2.55355,0,0,0,0,0,0,0,0,0,0,0,28.7949,353.349,0,0.000251278,0.004509,
1,2,19,12.8561,0,1.85033,0,0.0223809,0,4.0626,7.06651,10.289,0.27345,0,0,36.4204,1.63336,0,0,0,1.20341,0,0,0.236304,0,0,3.07307,0,0,0,0,0,0,0,0,0,0,0,28.7957,353.349,0,0.000251286,0.004509,
1,2,20,12.9543,0,1.85033,0,0.0223809,0,5.07989,4.41775,10.7771,0.36274,0,0,35.4645,1.62876,0,0,0,1.02463,0,0,0.128654,0,0,2.78204,0,0,0,0,0,0,0,0,0,0,0,28.7952,353.349,0,0.000251272,0.004509,
1,2,21,13.2091,0,1.85033,0,0.0223809,0,4.64698,2.16831,11.1195,0.507837,0,0,33.5245,1.68858,0,0,0,0.691276,0,0,0.0551376,0,0,2.43499,0,0,0,0,0,0,0,0,0,0,0,28.7681,353.349,0,0.000249905,0.004509,
1,2,22,12.2915,0,1.85033,0,0.0223809,0,4.07433,2.27029,10.9899,0.585964,0,0,32.0846,1.77976,0,0,0,0.391663,0,0,0.026256,0,0,2.19768,0,0,0,0,0,0,0,0,0,0,0,28.7272,353.349,0,0.000249164,0.004509,
1,2,23,13.4899,0,1.85033,0,0.0223809,0,2.43747,1.97154,9.42925,0.507837,0,0,29.7087,2.00271,0,0,0,0.628273,0,0,0.0927696,0,0,2.72375,0,0,0,0,0,0,0,0,0,0,0,28.6029,353.349,0,0.000245443,0.004509,
1,2,24,8.81695,0,1.85033,0,0.0223809,0,1.39999,1.68868,7.96981,0.35158,0,0,22.0997,0,0,0,0,0.189851,0,0,0.013128,0,0,0.202979,0,0,0,0,0,0,0,0,0,0,0,28.5429,353.349,0,0.00024489,0.004509,
1,3,1,0.367539,0,1.85033,0,0.0223809,0,0.906753,2.43482,6.45223,0.256709,0,0,12.2908,0.0111335,0,0,0,0.192009,0,0,0.006564,0,0,0.209707,0,0,0,0,0,0,0,0,0,0,0,27.9997,353.349,0,0.000232177,0.004509,
1,3,2,0.831382,0,1.85033,0,0.0223809,0,0.783447,1.60931,5.94853,0.256709,0,0,11.3021,0.307736,0,0,0,0.106424,0,0,0.0052512,0,0,0.419411,0,0,0,0,0,0,0,0,0,0,0,27.9911,353.349,0,0.000227928,0.004509,
1,3,3,1.74064,0,1.85033,0,0.0223809,0,0.660138,1.56365,5.64672,0.251128,0,0,11.735,0.471193,0,0,0,0.120103,0,0,0.0039384,0,0,0.595234,0,0,0,0,0,0,0,0,0,0,0,27.7897,353.349,0,0.000227583,0.004509,
1,3,4,2.69657,0,1.85033,0,0.0223809,0,0.721791,1.51525,5.63198,0.251128,0,0,12.6894,0.599257,0,0,0,0.112031,0,0,0.0039384,0,0,0.715226,0,0,0,0,0,0,0,0,0,0,0,27.824,353.349,0,0.000227928,0.004509,
1,3,5,3.83332,0,1.85033,0,0.0223809,0,0.8451,1.42956,5.35381,0.256709,0,0,13.5912,1.15955,0,0,0,0.10982,0,0,0.0039384,0,0,1.27331,0,0,0,0,0,0,0,0,0,0,0,28.1714,353.349,0,0.000234134,0.004509,
1,3,6,45.8584,0,1.85033,0,0.0223809,0,1.15337,1.41705,5.79361,0.251128,0,0,56.3462,1.47961,0,0,0,0.211869,0,0,0.006564,0,0,1.69804,0,0,0,0,0,0,0,0,0,0,0,28.3609,353.349,0,0.000241478,0.004509,
1,3,7,27.5362,0,1.85033,0,0.0223809,0,1.64322,2.28329,6.52559,0.245547,0,0,40.1066,4.74817,0,0,0,0.862074,0,0,0.013128,0,0,5.62337,0,0,0,0,0,0,0,0,0,0,0,28.4004,353.349,0,0.000243404,0.004509,
1,3,8,37.295,0,1.85033,0,0.0223809,0,1.80409,3.14039,7.15352,0.228805,-5.02069,0,46.4738,6.23573,0,0,0,1.09878,0,0,0.288409,0,0,7.62292,0,0,0,0,0,0,0,0,0,0,0,28.3948,353.349,0,0.00024335,0.004509,
1,3,9,20.6749,0,1.85033,0,0.0223809,0,2.225,3.67584,6.91081,0.200902,-28.6325,0,6.92768,3.59092,0,0,0,1.07589,0,0,0.391335,0,0,5.05815,0,0,0,0,0,0,0,0,0,0,0,22.805,353.349,0,5.62212e-005,0.004509,
1,3,10,16.6331,0,1.85033,0,0.0223809,0,2.19171,2.59393,6.87904,0.167419,-43.0507,0,-12.7128,2.51675,0,0,0,1.27038,0,0,0.406036,0,0,4.19317,0,0,0,0,0,0,0,0,0,0,0,19.2168,353.349,0,2.27827e-006,0.004509,
1,3,11,14.5752,0,1.85033,0,0.0223809,0,2.17866,3.27999,7.0342,0.133935,-51.8329,0,-22.7582,1.90602,0,0,0,1.44837,0,0,0.0922071,0,0,3.4466,0,0,0,0,0,0,0,0,0,0,0,18.8976,353.349,0,8.27135e-008,0.004509,
1,3,12,12.9247,0,1.85033,0,0.0223809,0,2.11701,4.92706,6.93608,0.0892899,-56.8253,0,-27.9584,1.43834,0,0,0,1.39237,0,0,0.286461,0,0,3.11717,0,0,0,0,0,0,0,0,0,0,0,18.9878,353.349,0,0,0.004509,
1,3,13,12.5336,0,1.85033,0,0.0223809,0,1.53324,2.82868,6.72043,0.0669675,-56.9171,0,-31.3614,1.24834,0,0,0,0.900007,0,0,0.374555,0,0,2.5229,0,0,0,0,0,0,0,0,0,0,0,18.8975,353.349,0,0,0.004509,
1,3,14,11.9947,0,1.85033,0,0.0223809,0,1.53324,2.91623,6.90753,0.0613869,-50.6143,0,-25.3285,1.09315,0,0,0,0.478442,0,0,0.181606,0,0,1.7532,0,0,0,0,0,0,0,0,0,0,0,18.9046,353.349,0,1.6613e-007,0.004509,
1,3,15,11.8955,0,1.85033,0,0.0223809,0,1.53324,3.02677,7.21627,0.0613869,-38.7011,0,-13.0951,1.01245,0,0,0,0.752942,0,0,0.286614,0,0,2.05201,0,0,0,0,0,0,0,0,0,0,0,18.9272,353.349,0,1.02929e-006,0.004509,
1,3,16,12.1393,0,1.85033,0,0.0223809,0,1.68738,3.41233,7.55914,0.0669675,-23.1025,0,3.63527,1.0591,0,0,0,0.551814,0,0,0.293492,0,0,1.90441,0,0,0,0,0,0,0,0,0,0,0,19.2442,353.349,0,2.38488e-006,0.004509,
1,3,17,12.5644,0,1.85033,0,0.0223809,0,1.84151,2.65865,8.41348,0.106032,-6.34598,0,21.1108,1.33473,0,0,0,1.02121,0,0,0.413116,0,0,2.76906,0,0,0,0,0,0,0,0,0,0,0,27.3463,353.349,0,0.000210496,0.004509,
1,3,18,13.4318,0,1.85033,0,0.0223809,0,1.94076,2.6516,9.35094,0.212064,0,0,29.4599,1.67745,0,0,0,0.86773,0,0,0.223707,0,0,2.76889,0,0,0,0,0,0,0,0,0,0,0,28.4195,353.349,0,0.000242939,0.004509,
1,3,19,14.0902,0,1.85033,0,0.0223809,0,3.11715,2.74471,9.94569,0.26787,0,0,32.0383,1.7239,0,0,0,0.88094,0,0,0.24638,0,0,2.85122,0,0,0,0,0,0,0,0,0,0,0,28.4182,353.349,0,0.000242917,0.004509,
1,3,20,6.05611,0,1.85033,0,0.0223809,0,4.10205,4.08938,10.2868,0.334839,0,0,26.7418,1.6722,0,0,0,0.457404,0,0,0.130225,0,0,2.25983,0,0,0,0,0,0,0,0,0,0,0,28.4176,353.349,0,0.000242916,0.004509,
1,3,21,6.13691,0,1.85033,0,0.0223809,0,3.97872,4.42245,10.6455,0.463192,0,0,27.5194,1.71641,0,0,0,0.743847,0,0,0.114919,0,0,2.57518,0,0,0,0,0,0,0,0,0,0,0,28.4162,353.349,0,0.000242688,0.004509,
1,3,22,6.28244,0,1.85033,0,0.0223809,0,3.42227,3.85996,10.5143,0.546902,0,0,26.4986,1.90991,0,0,0,0.850744,0,0,0.0871792,0,0,2.84783,0,0,0,0,0,0,0,0,0,0,0,28.4146,353.349,0,0.000242687,0.004509,
1,3,23,5.77165,0,1.85033,0,0.0223809,0,2.39688,2.144,9.43063,0.474352,0,0,22.0902,2.18913,0,0,0,0.256671,0,0,0.21948,0,0,2.66528,0,0,0,0,0,0,0,0,0,0,0,28.4176,353.349,0,0.000242765,0.004509,
1,3,24,0.360015,0,1.85033,0,0.0223809,0,1.39999,1.91103,7.8318,0.329256,0,0,13.7048,0,0,0,0,0.304541,0,0,0.006564,0,0,0.311105,0,0,0,0,0,0,0,0,0,0,0,28.4209,353.349,0,0.000242809,0.004509,
1,4,1,0.47477,0,1.85033,0,0.0223809,0,0.906753,2.43218,6.45223,0.256709,0,0,12.3954,0.0844224,0,0,0,0.181088,0,0,0.006564,0,0,0.272074,0,0,0,0,0,0,0,0,0,0,0,28.5919,353.349,0,0.000247985,0.004509,
1,4,2,1.09716,0,1.85033,0,0.0223809,0,0.783447,1.6048,5.94853,0.256709,0,0,11.5634,0.367563,0,0,0,0.130634,0,0,0.0052512,0,0,0.503448,0,0,0,0,0,0,0,0,0,0,0,27.6158,353.349,0,0.000232717,0.004509,
1,4,3,2.23744,0,1.85033,0,0.0223809,0,0.660138,2.41941,5.64672,0.251128,0,0,13.0875,0.496652,0,0,0,0.169122,0,0,0.0039384,0,0,0.669712,0,0,0,0,0,0,0,0,0,0,0,27.4932,353.349,0,0.00022959,0.004509,
1,4,4,3.40632,0,1.85033,0,0.0223809,0,0.721791,2.10458,5.63198,0.251128,0,0,13.9885,0.662595,0,0,0,0.139446,0,0,0.0039384,0,0,0.805979,0,0,0,0,0,0,0,0,0,0,0,27.3867,353.349,0,0.000222748,0.004509,
1,4,5,4.55762,0,1.85033,0,0.0223809,0,0.8451,1.42776,5.35381,0.256709,0,0,14.3137,1.17008,0,0,0,0.108796,0,0,0.0039384,0,0,1.28281,0,0,0,0,0,0,0,0,0,0,0,27.5752,353.349,0,0.000229957,0.004509,
1,4,6,5.26411,0,1.85033,0,0.0223809,0,1.15337,1.41705,5.79361,0.251128,0,0,15.752,1.37622,0,0,0,0.170382,0,0,0.006564,0,0,1.55317,0,0,0,0,0,0,0,0,0,0,0,28.4271,353.349,0,0.000238723,0.004509,
1,4,7,7.70329,0,1.85033,0,0.0223809,0,1.49247,1.75783,6.4932,0.245547,0,0,19.565,4.59418,0,0,0,0.743122,0,0,0.013128,0,0,5.35043,0,0,0,0,0,0,0,0,0,0,0,28.504,353.349,0,0.000245653,0.004509,
1,4,8,23.6555,0,1.85033,0,0.0223809,0,1.64524,3.06818,7.11301,0.228805,-4.54118,0,33.0423,6.08599,0,0,0,1.14988,0,0,0.131867,0,0,7.36774,0,0,0,0,0,0,0,0,0,0,0,28.4779,353.349,0,0.0002458,0.004509,
1,4,9,16.3234,0,1.85033,0,0.0223809,0,1.43755,3.47006,6.70668,0.200902,-27.3161,0,2.69514,3.51421,0,0,0,1.48145,0,0,0.233438,0,0,5.2291,0,0,0,0,0,0,0,0,0,0,0,23.2131,353.349,0,9.35497e-005,0.004509,
1,4,10,9.74055,0,1.85033,0,0.0223809,0,1.28342,3.14583,6.45569,0.167419,-41.8825,0,-19.2169,2.43153,0,0,0,2.07182,0,0,0.181307,0,0,4.68466,0,0,0,0,0,0,0,0,0,0,0,19.5911,353.349,0,2.21481e-006,0.004509,
1,4,11,7.92361,0,1.85033,0,0.0223809,0,1.27036,3.44436,6.61084,0.133935,-50.7828,0,-29.527,1.68266,0,0,0,1.27444,0,0,0.351544,0,0,3.30864,0,0,0,0,0,0,0,0,0,0,0,19.1181,353.349,0,0,0.004509,
1,4,12,7.52268,0,1.85033,0,0.0223809,0,1.20871,3.8048,6.51272,0.0892899,-54.7673,0,-33.7564,1.36096,0,0,0,1.51161,0,0,0.389417,0,0,3.26199,0,0,0,0,0,0,0,0,0,0,0,18.924,353.349,0,0,0.004509,
1,4,13,7.12643,0,1.85033,0,0.0223809,0,1.2933,3.77555,6.69613,0.0669675,-55.1143,0,-34.2832,1.18354,0,0,0,1.17194,0,0,0.278854,0,0,2.63433,0,0,0,0,0,0,0,0,0,0,0,18.8741,353.349,0,0,0.004509,
1,4,14,6.62588,0,1.85033,0,0.0223809,0,1.2933,2.35866,6.88324,0.0613869,-49.7339,0,-30.6387,1.06498,0,0,0,1.02455,0,0,0.274204,0,0,2.36373,0,0,0,0,0,0,0,0,0,0,0,18.8791,353.349,0,0,0.004509,
1,4,15,6.71946,0,1.85033,0,0.0223809,0,1.2933,2.73582,7.19194,0.0613869,-37.9039,0,-18.0292,1.01477,0,0,0,0.745486,0,0,0.0813936,0,0,1.84165,0,0,0,0,0,0,0,0,0,0,0,19.196,353.349,0,1.81716e-007,0.004509,
1,4,16,6.86673,0,1.85033,0,0.0223809,0,1.44744,2.89535,7.53485,0.0669675,-22.4358,0,-1.75174,1.00726,0,0,0,0.475486,0,0,0.293492,0,0,1.77624,0,0,0,0,0,0,0,0,0,0,0,19.7837,353.349,0,4.0371e-006,0.004509,
1,4,17,7.39482,0,1.85033,0,0.0223809,0,1.60157,2.44029,8.38919,0.106032,-6.0221,0,15.7825,1.28743,0,0,0,1.06909,0,0,0.259099,0,0,2.61562,0,0,0,0,0,0,0,0,0,0,0,27.1138,353.349,0,0.000215842,0.004509,
1,4,18,8.18433,0,1.85033,0,0.0223809,0,1.97802,2.39304,9.35903,0.212064,0,0,23.9992,1.60188,0,0,0,0.87305,0,0,0.223707,0,0,2.69864,0,0,0,0,0,0,0,0,0,0,0,152.83,353.349,0,0.00024817,0.004509,
1,4,19,8.76542,0,1.85033,0,0.0223809,0,3.17872,2.51566,9.9862,0.26787,0,0,26.5866,1.64157,0,0,0,1.17684,0,0,0.169351,0,0,2.98776,0,0,0,0,0,0,0,0,0,0,0,923.171,353.349,0,0.000248155,0.004509,
